name,address1,cate_gories
Sky Restaurant & Lounge,8326 Winnetka Ave,"Middle Eastern, Hookah Bars, Mediterranean"
Ali Harb's Sahra,Riverside Ave,Hookah Bars
E11even Hookah Catering,736 Levering Ave,"Hookah Bars, Caterers"
Terrace Restaurant & Lounge,17239 Ventura Blvd,"Middle Eastern, Hookah Bars, Mediterranean"
Gaby's Mediterranean Restaurant Cafe,10445 Venice Blvd,Mediterranean
VIP Hookah Catering,,"Caterers, Party Equipment Rentals, Hookah Bars"
Mazar Mediterranean Restaurant,21926 Ventura Blvd,"Lebanese, Mediterranean, Hookah Bars"
Mr. B Smokes and Lounge,6006 Woodman Ave,"Tobacco Shops, Vape Shops, Hookah Bars"
Halo Zone Hookah Lounge,7616 Reseda Blvd,Hookah Bars
Kickback Cafe,8670 Lindley Ave,"Hookah Bars, Sports Bars, Venues & Event Spaces"
Legacy Lounge,5084 W Pico Blvd,"Hookah Bars, Venues & Event Spaces"
Red Moon Restaurant & Lounge,12516 Riverside Dr,"Mediterranean, Lounges"
Phoenicia Restaurant,343 N Central Ave,Lebanese
The Green Olive,19032 S Vermont Ave,"Mediterranean, Halal, Greek"
Smoke Tree Lounge,7920 Beverly Blvd,"Tobacco Shops, Vape Shops, Hookah Bars"
Bastards Canteen,11045 Downey Ave,"Sports Bars, Barbeque, Breakfast & Brunch"
Diplomat Restaurant,1783 Westwood Blvd,"Hookah Bars, Mediterranean"
Nostal Hookah Lounge,19741 Ventura Blvd,Hookah Bars
Living Room Vape & Smoke Shop,548 S Spring St,"Hookah Bars, Vape Shops, Head Shops"
The Green Olive,855 W Victoria St,"Mediterranean, Caterers, Wraps"
Olive & Fig Restaurant and Jazz Bar,23759 Roscoe Blvd,"Mediterranean, Jazz & Blues"
Alchemist Restaurant,6258 Wilshire Blvd,"Mediterranean, Hookah Bars, Coffee & Tea"
Lux Cafe,7139 Sepulveda Blvd,Hookah Bars
Amsterdam Cafe,10905 Magnolia Blvd,"Coffee & Tea, Hookah Bars, Cafes"
Dubai Sauce Modern Grill,6510 Hollywood Blvd,"Mediterranean, Middle Eastern, Halal"
Hayat's Kitchen,11009 Burbank Blvd,Lebanese
Golden Rose  Mediterranean Cuisine,7115 Beach Blvd,"Mediterranean, Hookah Bars, Lounges"
Persia Catering,26470 Ruether Ave,"Persian/Iranian, Caterers, Mediterranean"
The Oinkster,2005 Colorado Blvd,"American (Traditional), Bars, Sandwiches"
Exotix Hookah,4716 Woodman Ave,Hookah Bars
Gitana Restaurant,260 E Magnolia Blvd,"Middle Eastern, American (New), Mediterranean"
NARA Mediterranean Bistro and Lounge,17970 Ventura Blvd,"Middle Eastern, Mediterranean, Lounges"
Nile Cafe,3753 E Anaheim St,"Mediterranean, Hookah Bars, Sandwiches"
DTLA RAMEN,952 S Broadway St,"Ramen, Beer Bar, Noodles"
Sevan Garden Kebab House,621 S Broadway,"Mediterranean, Seafood, Kebab"
Patio Restaurant & Cafe,12340 Santa Monica Blvd,"Mediterranean, Coffee & Tea, Vegetarian"
Fanoos Grill,25336 Crenshaw Blvd,"Middle Eastern, Persian/Iranian"
Dream Center Smoke Shop,8327 Lincoln Blvd,"Tobacco Shops, Hookah Bars, Vape Shops"
Al-Liwan Lounge,1783 Westwood Blvd,"Hookah Bars, Middle Eastern"
Alibaba Mediterranean Restaurant,632 Redondo Ave,Mediterranean
Scotland Yard,22041 Sherman Way,"Pubs, Pool Halls, Dive Bars"
Palm Hookah Lounge,8935 Reseda Blvd,Hookah Bars
Exotix Hookah Lounge,4716 Woodman Ave,Hookah Bars
Ramaneh Cafe,7561 Center Ave,"Hookah Bars, Cafes"
Poseidon Hookah Lounge,9310 Reseda Blvd,Hookah Bars
George's Liquor Store,1758 New Ave,"Beer, Wine & Spirits, Hookah Bars"
Pita Café,1168 S Barrington Ave,"Mediterranean, Persian/Iranian"
Bro's Smoke 4less,1648 W Carson St,"Tobacco Shops, Vape Shops, Hookah Bars"
Pyramido Greek & Mediterranean Grill,4907 Lankershim Blvd,"Hookah Bars, Mediterranean, Greek"
The Gate to The Mediterranean,16925 Ventura Blvd,"Mediterranean, Venues & Event Spaces, Lebanese"
Fresh Pita Organic Express,4315 Sepulveda Blvd,"Mediterranean, Sandwiches, Middle Eastern"
Hookah Junkie Lounge,19524 Nordhoff St,"Tobacco Shops, Hookah Bars"
Hookah Source,9116 Reseda Blvd,Hookah Bars
Chill N Vape Lounge,11314 Ventura Blvd,"Vape Shops, Head Shops"
5 Star Hookah,17524 Chatsworth St,"Tobacco Shops, Head Shops, Vape Shops"
Terrace Restaurant & Lounge,112 N San Fernando Blvd,"Mediterranean, Hookah Bars"
Raoushi Lebanese Restaurant and Hookah Lounge,9562 Chapman Ave,"Lebanese, Hookah Bars, Halal"
Zahle Restaurant,12916 Victory Blvd,Lebanese
Pi On Sunset,10658 Zelzah Ave,"Mediterranean, Kebab, Desserts"
Smoke For Less,8205 Santa Monica Blvd,"Tobacco Shops, Vape Shops, Convenience Stores"
Jamal' Hookah,2299 Lewis Ave,"Hookah Bars, Karaoke"
Venom Hookah,7560 Winnetka Ave,Hookah Bars
Washington Smoke Shop,926 E Washington Blvd,Tobacco Shops
Lusy's Mediterranean Cafe & Grill,6357 Woodman Ave,"Mediterranean, Middle Eastern"
Vapor Delux,5221 Lankershim Blvd,Vape Shops
Funnel House,22458 Ventura Blvd,Hookah Bars
Al Tannour Mediterranean Cusine,2947 W Ball Rd,"Mediterranean, Halal, Middle Eastern"
Safir Mediterranean Cuisine,19940 Ventura Blvd,"Middle Eastern, Greek, Mediterranean"
Vakos Kebab,1520 N San Fernando Blvd,"Sandwiches, Mediterranean, Kebab"
Amsterdam Smoke & Vape Shop,315 Pine Ave,"Tobacco Shops, Vape Shops"
Hermitage Smoke & Vape,12041 Riverside Dr,"Tobacco Shops, Vape Shops, Hookah Bars"
Pita kitchen,14500 Ventura Blvd,"Middle Eastern, Mediterranean"
Kravings,18663 Ventura Blvd,"Steakhouses, Brazilian, Cocktail Bars"
Golden Smoke Shop,18601 Sherman Way,"Head Shops, Vape Shops, Hookah Bars"
Grinderz,7561 Center Ave,"Burgers, Sports Bars"
Habitat Smoke Shop,17841 Beach Blvd,"Head Shops, Tobacco Shops, Vape Shops"
Cafe T,Valley View,Hookah Bars
Ziggy’s Smoke Shop,15451 Beach Blvd,"Tobacco Shops, Vape Shops, Head Shops"
Canoga Billiard Parlor,22025 Sherman Way,Pool Halls
Cigars & Cigarettes For Less,23352 Lyons Ave,Vape Shops
Smoke 1,1001 S Broadway,"Tobacco Shops, Head Shops, Vape Shops"
Urban Smoke Shop,5028 Vineland Ave,"Tobacco Shops, Vape Shops, Head Shops"
Highlite Smoke and Vape,7018 Katella Ave,"Tobacco Shops, Head Shops, Vape Shops"
Maginn’s Irish Pub,24480 Main St,"Irish Pub, Irish, Pubs"
Kacey's Pub,613 S Grand Ave,Irish Pub
Mrs Robinson's Irish Pub,10111 Riverside Dr,"Irish Pub, Sports Bars, Vegan"
O'Briens Irish Pub & Restaurant,2226 Wilshire Blvd,"Sports Bars, Burgers, Irish Pub"
Tam O'Shanter,2980 Los Feliz Blvd,"Pubs, British"
Limericks Tavern,300 W Main St,"American (New), Irish Pub, Gastropubs"
The Auld Chip Shop,4007 Riverside Dr,Irish
Griffins of Kinsale,1007 Mission St,Irish Pub
The Irish Times Pub & Restaurant,3267 Motor Ave,"Irish, Irish Pub"
Paddy O'Brien's Irish Pub,1517 Aviation Blvd,"Irish Pub, Dive Bars, Sports Bars"
The Sly Fox Irish Pub,16829 Prairie Ave,"Dive Bars, Pubs, Irish Pub"
Gilligan's Irish Pub,2959 Honolulu Ave,Pubs
Molly Malone's Irish Import Shop,577 S Fairfax Ave,Irish Pub
Ireland's 32,13721 Burbank Blvd,"Dive Bars, Irish, Burgers"
Jameson's Pub,2702 Main St,"Irish Pub, Piano Bars, Sports Bars"
Hennessey's Tavern,313 Manhattan Beach Blvd,Irish Pub
Robin Hood British Pub,13640 Burbank Blvd,"British, Pubs, Fish & Chips"
Rock & Reilly's,8911 Sunset Blvd,"Sports Bars, American (Traditional), Irish Pub"
Limericks Tavern DTLA,615 S Flower St,"Bars, American (New), Irish"
Irish Tower,9876 Alondra Blvd,"Karaoke, Bartenders"
Hog's Head Pub,100 Universal City Plz,"Pubs, British"
Patrick's Roadhouse,106 Entrada Dr,"American (New), Breakfast & Brunch, American (Traditional)"
Beelman's,600 S Spring St,Pubs
Muldoon's Saloon,5646 N Paramount Blvd,"Sports Bars, Irish Pub"
Pickwick Pub,21010 Ventura Blvd,"Pubs, British"
The White Harte Pub,22456 Ventura Blvd,"Pubs, British, Cocktail Bars"
Kelley's Tavern,8148 Firestone Blvd,Irish Pub
Patrick Molloy's Sports Pub,50A Pier Ave,"American (New), Sports Bars, Irish Pub"
OB's Pub & Grill,3610 Highland Ave,"Sports Bars, American (Traditional), Breakfast & Brunch"
The Blackthorn Pub,2158 Lomita Blvd,"Irish Pub, Beer Bar, Cocktail Bars"
Rock and Reilly's USC Village,3201 S Hoover St,"Sports Bars, Gastropubs, Irish Pub"
Barney's Beanery,8447 Santa Monica Blvd,"Breakfast & Brunch, Gastropubs, Sandwiches"
Oh Grady's,17633 Chatsworth St,Dive Bars
The Woodman,13615 Ventura Blvd,"Pubs, Gastropubs, Sports Bars"
Lucky Baldwins Trappiste Pub,1770 E Colorado Blvd,"Pubs, American (Traditional), Fish & Chips"
The Whale & Ale,327 W 7th St,"Pubs, Irish Pub, Cocktail Bars"
O'Hearn's Pub,1831 W Pacific Coast Hwy,"Music Venues, Burgers, Pubs"
Celtic Raven Pub,20160 Roscoe Blvd,Irish Pub
Mr Furley's Bar,14649 Ventura Blvd,"Pubs, Cocktail Bars, Sandwiches"
Guildhall,6741 Bright Ave,"Gastropubs, Comfort Food, Sandwiches"
London's Pub & Grill,11651 Artesia Blvd,"British, Pubs, Indian"
Rose and Crown British Restaurant,24246 Lyons Ave,"British, Pubs, Fish & Chips"
O'Malley's On Main,140 Main St,"Irish, Irish Pub, Breakfast & Brunch"
Casey's Tavern,22029 Sherman Way,Cocktail Bars
Maggie's Pub,11900 Telegraph Rd,"British, Pubs, Fish & Chips"
The Local Pub & Grill,26876 The Old Rd,"Bars, American (Traditional), Breakfast & Brunch"
John Sparr Tavern,3437 Ocean View Blvd,"American (Traditional), Cocktail Bars, Desserts"
K C Branaghan's,5734 E 2nd St,"Irish, Pubs, American (Traditional)"
The Glen,7356 Stewart And Gray Rd,"Karaoke, Lounges"
City Tavern,9739 Culver Blvd,"Gastropubs, American (New), Breakfast & Brunch"
Truman House Tavern,911 San Fernando Rd,"Gastropubs, Burgers, Cocktail Bars"
London Gastropub,419 S Myrtle Ave,"Gastropubs, American (Traditional)"
West Hollywood Haunted Pub Crawl,8225 Sunset Strip,Pubs
Story Tavern,150 S San Fernando Blvd,"Burgers, American (Traditional), Irish Pub"
The Cauldron,8028 Beach Blvd,"French, Cocktail Bars, American (New)"
Public School 310,9411 Culver Blvd,"Gastropubs, Bars, American (Traditional)"
Shenanigans Irish Pub & Grille,423 Shoreline Village Dr A,"Irish Pub, American (Traditional)"
Ray's and Stark Bar,5905 Wilshire Blvd,"American (New), Lounges"
Yard House,800 W Olympic Blvd,"Bars, Vegetarian, American (New)"
Lucky Baldwins Delirium & Cafe,21 Kersting Ct,"Pubs, Fish & Chips"
Fais Do-Do,5257 W Adams Blvd,Music Venues
Tavern On Brand,208 N Brand Blvd,"American (New), Music Venues, Cocktail Bars"
Murphy's Pub At the Belmont,4918 E 2nd St,"Pubs, Sandwiches, Beer Bar"
The Sherman,14633 Ventura Blvd,"American (New), American (Traditional)"
Keegan's Sports Lounge and Grill,1434 Marcelina Ave,"Pubs, Sports Bars, Dance Clubs"
Three Broomsticks at Universal Studios Hollywood,100 Universal City Plz,British
District,700 West 7th St,"Cocktail Bars, American (Traditional), Venues & Event Spaces"
Tubby's Tavern,16509 Leffingwell Rd,"Sports Bars, American (New)"
Hennessey's,1712 S Catalina Ave,"Bars, Irish"
The Raymond 1886,1250 S Fair Oaks Ave,"Bars, American (New), Venues & Event Spaces"
The Mermaid,428 E 2nd St,"Cocktail Bars, American (New)"
Hennessey's Tavern,143 Main St,"Juice Bars & Smoothies, Breakfast & Brunch, Irish Pub"
Barney's Beanery,1037 Broxton Ave,"Breakfast & Brunch, Gastropubs, Sandwiches"
Rocco's Tavern,12514 Ventura Blvd,"Italian, Pizza, Sports Bars"
The Blind Donkey,53 E Union St,"Whiskey Bars, Cocktail Bars, American (Traditional)"
Torrance Tavern,22735 Hawthorne Blvd,"Sports Bars, American (Traditional)"
Barney's Beanery,1351 3rd St Promenade,"Breakfast & Brunch, Gastropubs, Sandwiches"
Matt Denny's Ale House Restaurant,145 E Huntington Dr,"Steakhouses, American (New), Gastropubs"
The Penmar,1233 Rose Ave,American (Traditional)
The Station,1218 S Baldwin Ave,"Sports Bars, Dive Bars"
Congregation Ale House - Pasadena,300 S Raymond Ave,"Pubs, Salad, Burgers"
The Irisher By-The-Sea,121 Main St,Dive Bars
Big Lucky,,Musicians
The Baked Potato,3787 Cahuenga Blvd,"Jazz & Blues, American (Traditional)"
Jazz Eclectic LA,1541 Wilcox Ave,"Jazz & Blues, Music Venues"
Feinstein's at Vitello's,4349 Tujunga Ave,"Jazz & Blues, Music Venues, Cabaret"
Jazz On The Lawn,1838 Stewart St,Jazz & Blues
Hotel Café,1623 1/2 N Cahuenga Blvd,"Music Venues, Lounges"
Lavender Blue,3310 W Manchester Blvd,"Bars, Jazz & Blues, Venues & Event Spaces"
PIPS On La Brea,1356 S La Brea Ave,"Jazz & Blues, Breakfast & Brunch, American (Traditional)"
Industry Cafe & Jazz,6039 Washington Blvd,"Ethiopian, Jazz & Blues, American (Traditional)"
Just Jazz Live Concert Series,7420 West Sunset Blvd,Jazz & Blues
Mambo Craze Cabaret,617 S Olive St,"Dance Clubs, Cabaret, Jazz & Blues"
Melanie,8310 W 3rd St,Wine Bars
Franklin Bell's Blues Workshop,632 E Colden Ave,Jazz & Blues
Miss MuMu LaRue,,"Musicians, Jazz & Blues"
The World Stage Performance Gallery,4321 Degnan Blvd,"Performing Arts, Jazz & Blues, Community Service/Non-Profit"
LA Modern Jazz Series,13500 Ventura Blvd,Jazz & Blues
Riviera 31,8555 Beverly Blvd,"Bars, Jazz & Blues"
Do Something Blue,740 E Green St,"Jazz & Blues, Dance Studios"
1881,1881 E Washington Blvd,"Jazz & Blues, Cocktail Bars, Music Venues"
Roscoe’s Jazz Lounge,730 E Broadway,Bars
La Louisanne,5812 Overhill Dr,Cajun/Creole
The Teahouse Company,,"Performing Arts, Jazz & Blues, Musicians"
Grand Star Jazz Club,943 N Broadway,"Lounges, Karaoke"
Hollywood Rhythm Kings,6324 Ivarene Ave,Musicians
Blue Guitar,1055 Lohman Ln,Music Venues
Henri's,21601 Sherman Way,"Diners, Jazz & Blues"
Jazz at the Crowne,5985 W Century Blvd,Jazz & Blues
The Jazz Bakery,9820 Washington Blvd,Jazz & Blues
Pure Pleasure Blues Club Bar,1520 W Manchester Blvd,"Jazz & Blues, Pool Halls"
French Quarter Creole Bar & Grill,16728 Bellflower Blvd,"Bars, Cajun/Creole, Southern"
Harvelle's,201 E Broadway,"Music Venues, Cabaret"
The Venice West,1717 Lincoln Blvd,"Music Venues, Bars, American (New)"
Darrow's New Orleans Grill,21720 Avalon Blvd,"Cajun/Creole, Bars, Breakfast & Brunch"
The Record Parlour,6408 Selma Ave,"Vinyl Records, Music Venues, Music & DVDs"
Vaughn Fahie Jazz,2922 Chapman Ave,"Musicians, Jazz & Blues, Music Production Services"
Eden On Brand,214 N Brand Blvd,"Cocktail Bars, American (New), Venues & Event Spaces"
Hideaway Country Bar & Grill,12122 Kagel Canyon Rd,"American (Traditional), Bars"
The Barkley Restaurant & Bar,1400 Huntington Dr,"Bars, American (New)"
Clearman's Steak 'N Stein,9545 Whittier Blvd,"Steakhouses, American (Traditional), Cocktail Bars"
Canyon Bistro in Topanga,120 N Topanga Canyon Blvd,"French, American (New), Jazz & Blues"
Bon Vivant Market & Cafe,3155 Glendale Blvd,"Cocktail Bars, American (Traditional), Desserts"
Thursday Night Vibe,120 S Los Angeles St,Jazz & Blues
Casa Arjona,6038 Freckles Rd,Jazz & Blues
Alvas Showroom,1417 W 8th St,Music Venues
Plena Vista Music,,"Musicians, DJs, Jazz & Blues"
The Grasshopper,136 E Anaheim St,Cocktail Bars
Watts Towers Jazz Festival,1727 E 107th St,Jazz & Blues
Cafe NELA,1906 Cypress Ave,"Music Venues, Jazz & Blues, Beer Gardens"
RockWalk,7425 W Sunset Blvd,"Museums, Jazz & Blues"
Tino Productions,17 Amato,"Jazz & Blues, Performing Arts, Musicians"
The San Fernando,5230 San Fernando Rd,"Cocktail Bars, American (Traditional), Beer Bar"
Summer Twilight Concerts at the Santa Monica Pier,Santa Monica Pier,Music Venues
Steak & Whisky,117 Pier Ave,"Steakhouses, American (New), Bars"
Saturday Night Bath band,,Jazz & Blues
Alchemy,24501 Town Center Dr,"American (New), Burgers, Bars"
Deuces Wild Jazz Band,,Musicians
Nova Music,,"Performing Arts, Jazz & Blues, Musicians"
Jazz Wailers,,"Party & Event Planning, Wedding Planning, Jazz & Blues"
Cheryl Silverstein Jazz,,"Musicians, Jazz & Blues"
Blue Breeze Band,,Musicians
Killer Shrimp,4211 Admiralty Way,"Seafood, Cocktail Bars, Breakfast & Brunch"
LA Love Band,333 W Washington Blvd,Musicians
Pisgah New Zion,,Musicians
Tina Jackson Blues Singer - Gorilla Opera Long Beach,5211 E Washington Blvd,"Jazz & Blues, Performing Arts, Musicians"
Tamarindo's Margarita Bar & Cantina,4700 Airport Plaza Dr,"Tex-Mex, Sports Bars, Mexican"
Little Jewel of New Orleans,207 Ord St,"Delis, Grocery, Cajun/Creole"
Supa Lowery Brothers,,"Jazz & Blues, Musicians"
Bennu Jazz Studio,,"Musical Instruments & Teachers, Musicians, Jazz & Blues"
Issimo Music Hall,25332 Narbonne Ave,"Recording & Rehearsal Studios, Music Venues, Music Production Services"
Vince Brocato Crooner Frank Sinatra Tribute,7095 Hollywood Blvd,Jazz & Blues
Sebastiani's Italian Bistro,6078 Warner Ave,"Italian, Wine Bars"
Pie Dog Music,,"Musicians, Performing Arts, Jazz & Blues"
Crown City Combo,,"Musicians, Jazz & Blues"
Jennifer Wood Music,,Musicians
The Hollywood Bowl,2301 N Highland Ave,"Music Venues, Stadiums & Arenas"
Rockin' Cajun Seafood And Grill,940 E Dominguez St,"Cajun/Creole, Seafood"
Celeste Barbier,,"Musicians, Jazz & Blues, Officiants"
Lou Lagoon Music,,Musicians
Jazz Angels,3258 E Willow St,"Community Service/Non-Profit, Music Production Services, Donation Center"
The Griddle Cafe,7916 Sunset Blvd,"Breakfast & Brunch, Coffee & Tea, Cocktail Bars"
LA Phil at Walt Disney Concert Hall,111 S Grand Ave,"Performing Arts, Music Venues"
Cook Up Records,6115 Lankershim Blvd,"Recording & Rehearsal Studios, Music Production Services"
Barbara Morrison Performing Arts Center,4305 Degnan Pl,Performing Arts
Cracking Crab,2256 Honolulu Ave,"Cajun/Creole, Seafood, American (New)"
Pasadena Playhouse,39 S El Molino Ave,Performing Arts
Matrix Theatre,7657 Melrose Ave,"Performing Arts, Venues & Event Spaces"
Djs On A Dime,6309 Atoll Ave,DJs
GRAMMY Museum,800 W Olympic Blvd,"Museums, Venues & Event Spaces"
Eagle Rock Music Festival,2225 Colorado Blvd,Festivals
NINETEEN52 Entertainment,,"Musicians, Jazz & Blues"
Anne Farnsworth,,"Musical Instruments & Teachers, Musicians"
District Wine,144 Linden Ave,"Wine Bars, Tapas/Small Plates, Coffee & Tea"
Corey Goldsmith Music,,"Musicians, Musical Instruments & Teachers"
Greg Marlowe Piano Instruction,,Musical Instruments & Teachers
Renaissance Plaza,1 E Main St,"Food, Jazz & Blues, Festivals"
LA Opera,135 N Grand Ave,Opera & Ballet
Stuffed Sandwich,1145 E Las Tunas Dr,"Sandwiches, Beer Bar"
Propaganda Wine Bar,950 E 3rd St,"Wine Bars, Italian, Pizza"
Malainey's Grill & One Hell of an Irish Bar,168 N Marina Dr,"Irish, Bars, Sandwiches"
Tagine Beverly Hills,132 N Robertson Blvd,"Moroccan, Wine Bars"
Pike Restaurant & Bar - Long Beach,1836 E 4th St,"Bars, American (Traditional), Seafood"
94.7 The Wave Listener Appreciation Breakfast,3005 Old Ranch Pkwy,Jazz & Blues
Santa Clarita Performing Arts Center at College of the Canyons,26455 Rockwell Canyon Rd,Music Venues
Katz Keys,,Musical Instruments & Teachers
Vine,2142 E 4th St,Wine Bars
Red Pelican Music Lessons,,"Musical Instruments & Teachers, Vocal Coach"
Victoria Theodore,,"Musical Instruments & Teachers, Musicians, Music Production Services"
Agape International Spiritual Center,8440 Wilshire Blvd,"Churches, Cultural Center"
Hollywood Guitar Academy,N Beachwood Dr,"Musical Instruments & Teachers, Musicians"
MG Music Events Inc,,"Performing Arts, Musicians, DJs"
Piano lessons West LA,S Barrington Ave And Goshen Ave,Musical Instruments & Teachers
Andre LeBoulluec Music,,"Musical Instruments & Teachers, Recording & Rehearsal Studios, Musicians"
Redwood Bar & Grill,316 W 2nd St,"American (Traditional), Bars"
Travis Raab Guitar Lessons,6151 Orange St,Musical Instruments & Teachers
The Bucket Crabs And Crawfish,16441 Pioneer Blvd,"Cajun/Creole, Seafood"
Arroyo Seco Weekend,1133 Rosemont Ave,Festivals
Haus Music,12822 Landale St,Music Production Services
Songsmith LA,,Musical Instruments & Teachers
Ford Theatres,2580 Cahuenga Blvd E,"Performing Arts, Music Venues"
Bill Keis Piano Lessons,650 N 157th Dr,"Musical Instruments & Teachers, Recording & Rehearsal Studios, Musicians"
Rachel's Piano Lessons,2626 30th St,Musical Instruments & Teachers
Dave Curtis Music Academy,8831 Debra Ave,"Musical Instruments & Teachers, Performing Arts"
Matthew James,,"Musical Instruments & Teachers, Vocal Coach"
Bass Lessons Los Angeles,,Musical Instruments & Teachers
Los Angeles Music Teachers,242 1/2 W Cedar Ave,Musical Instruments & Teachers
Color of Music,,"Musical Instruments & Teachers, Vocal Coach"
Craig Beck - Santa Clarita Guitar & Bass Lessons,22118 Alaya Dr,"Musical Instruments & Teachers, Private Tutors"
Pace,2100 Laurel Canyon Blvd,"Italian, Wine Bars, Pizza"
MidiCi The Neapolitan Pizza  - Sherman Oaks,14612 Ventura Blvd,"Pizza, Italian, Wine Bars"
Cat On Strat,,Musical Instruments & Teachers
Stinkin Crawfish - Downey,8240 Firestone Blvd,"Cajun/Creole, Seafood"
LA Rock Sessions,,Musical Instruments & Teachers
LA Crab,3850 Atlantic Ave,"Cajun/Creole, Seafood"
Brian Lin Voice Studio,219 S Berkeley Ave,"Musical Instruments & Teachers, Performing Arts, Vocal Coach"
Watts Towers Arts Center,1727 E 107th St,"Art Classes, Art Galleries"
Starliner Music,2321 Rochelle Ave,Musical Instruments & Teachers
Los Angeles County Museum of Art,5905 Wilshire Blvd,Art Museums
Los Angeles Drum Lessons & Hand Percussion,2355 Westwood Blvd,Musical Instruments & Teachers
MAS! Entertainment Group,,"Musicians, Performing Arts, DJs"
Young Dong Nohrehbang,3607 W 6th St,"Karaoke, Korean"
K Republic Karaoke,111 N Atlantic Blvd,"Karaoke, Bars, Asian Fusion"
Akko karaoke,326 S Western Ave,Karaoke
Rosen Karaoke by Pharaoh,3488 W 8th St,"Karaoke, Korean, Music Venues"
Palmtree Karaoke,3109 W Olympic Blvd,Karaoke
Recital Karaoke,3500 W 6th St,Karaoke
Shrine,2999 W 6th St,"Karaoke, Korean"
Max Karaoke Studio,333 S Alameda St,Karaoke
Carnival Karaoke,17617 Sherman Way,Karaoke
EKO Karaoke Lounge,6920 Beach Blvd,"Karaoke, Bars, Venues & Event Spaces"
Pang Pang Karaoke,12571 E Carson St,"Karaoke, Music Venues"
Soopsok Karaoke & Restaurant,4070 W 3rd St,"Karaoke, Korean"
The Good Mic,,Karaoke
O2 Karaoke & Party,1020 S Baldwin Ave,"Karaoke, Sports Bars"
Kara Karaoke,,"Party & Event Planning, DJs, Karaoke"
Muse Karaoke,1555 Sepulveda Blvd,Karaoke
Energy Karaoke,33 E Valley Blvd,"Karaoke, Music Venues"
Round1 Burbank,201 E Magnolia Blvd,"Bowling, Karaoke, Arcades"
Karaoke Bleu,2064 Sawtelle Blvd,"Karaoke, Dive Bars"
Wawa,3053 W Olympic Blvd,Karaoke
Cash Box KTV,612 E Live Oak Ave,Karaoke
Forever Music Studio,15208 S Western Ave,Karaoke
Astro Karaoke,2212 Artesia Blvd,"Karaoke, Cocktail Bars, Japanese"
